Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
32,Yes,Travel_Rarely,Sales,4,Masters,291,4,Male,32,1,Sales Executive,4,Married,10400,No,11,14,14,8,9
30,No,Non-Travel,Research & Development,1,High School,292,3,Male,88,2,Manufacturing Director,3,Single,8474,No,22,12,11,8,5
27,No,Travel_Frequently,Sales,20,Bachelors,293,4,Female,90,3,Sales Executive,3,Single,9981,No,14,7,7,7,0
51,No,Travel_Rarely,Research & Development,8,Masters,296,2,Male,81,2,Research Director,2,Married,12490,No,16,16,10,9,4
30,Yes,Travel_Rarely,Research & Development,3,Bachelors,297,4,Female,88,3,Research Scientist,1,Single,2657,Yes,11,8,5,2,0
41,No,Travel_Rarely,Sales,6,Bachelors,298,4,Female,75,3,Manager,4,Single,13591,Yes,18,16,1,0,0
30,Yes,Travel_Frequently,Sales,26,Masters,299,3,Female,52,2,Sales Executive,1,Single,6696,No,15,9,6,3,0
29,Yes,Travel_Rarely,Research & Development,1,Bachelors,300,3,Male,85,3,Research Scientist,3,Single,2058,No,14,7,6,2,1
45,No,Non-Travel,Sales,6,Bachelors,302,4,Female,57,2,Sales Executive,4,Single,8865,No,12,23,19,7,12
54,No,Travel_Rarely,Sales,3,Bachelors,303,4,Female,52,3,Sales Executive,1,Married,5940,No,14,16,6,2,0
36,No,Travel_Rarely,Research & Development,5,Associates,304,4,Male,62,3,Laboratory Technician,2,Single,5914,No,16,16,13,11,3
33,No,Travel_Rarely,Research & Development,4,Masters,305,3,Female,47,2,Research Scientist,2,Married,2622,No,21,7,3,2,1
37,No,Travel_Frequently,Research & Development,11,Bachelors,306,2,Male,47,3,Research Director,4,Divorced,12185,Yes,14,10,10,8,0
38,No,Travel_Rarely,Sales,3,Bachelors,307,1,Male,76,3,Sales Executive,3,Divorced,10609,No,12,17,16,10,5
31,No,Non-Travel,Research & Development,1,Masters,308,3,Male,90,1,Manufacturing Director,3,Married,4345,No,12,6,5,4,1
59,No,Travel_Rarely,Research & Development,3,Bachelors,309,3,Male,70,2,Research Scientist,4,Married,2177,No,17,7,1,0,0
37,No,Travel_Frequently,Sales,4,Masters,311,1,Male,41,3,Sales Representative,4,Divorced,2793,No,17,13,9,8,5
29,No,Travel_Frequently,Sales,1,High School,312,2,Female,42,3,Sales Executive,4,Married,7918,No,14,11,11,10,4
35,No,Travel_Frequently,Sales,1,Bachelors,314,3,Female,92,3,Sales Executive,3,Single,8789,No,14,10,10,7,0
29,Yes,Travel_Rarely,Research & Development,18,High School,315,3,Male,86,2,Research Scientist,4,Single,2389,Yes,13,4,4,3,0
52,No,Travel_Rarely,Research & Development,2,Bachelors,316,3,Female,89,2,Laboratory Technician,4,Single,3212,No,15,6,2,2,2
42,No,Travel_Rarely,Research & Development,4,Associates,319,3,Male,58,3,Manager,4,Married,19232,No,11,22,22,17,11
59,No,Travel_Rarely,Human Resources,6,Associates,321,2,Male,52,3,Human Resources,3,Married,2267,No,17,7,2,2,2
50,No,Travel_Rarely,Sales,1,Masters,323,4,Female,68,3,Manager,4,Divorced,19517,No,11,32,7,0,0
33,Yes,Travel_Rarely,Research & Development,14,Bachelors,325,3,Male,58,3,Laboratory Technician,4,Married,2436,Yes,13,8,5,4,0
43,No,Travel_Rarely,Sales,16,Bachelors,327,4,Female,80,3,Manager,4,Married,16064,Yes,22,22,17,13,1
33,Yes,Travel_Rarely,Research & Development,2,Associates,328,1,Female,39,3,Laboratory Technician,1,Married,2707,No,20,13,9,7,1
52,No,Non-Travel,Sales,2,Masters,329,1,Male,79,2,Manager,3,Single,19068,Yes,18,33,33,7,15
32,No,Travel_Rarely,Sales,4,Associates,330,3,Female,56,3,Sales Representative,2,Married,3931,No,11,6,4,3,1
32,Yes,Travel_Rarely,Research & Development,1,Bachelors,331,4,Male,62,2,Laboratory Technician,3,Single,3730,Yes,14,4,3,2,1
39,No,Travel_Rarely,Research & Development,1,Masters,332,3,Female,96,3,Laboratory Technician,3,Divorced,2232,No,14,7,3,2,1
32,No,Non-Travel,Sales,26,Masters,333,3,Male,100,3,Sales Executive,4,Married,4465,No,18,4,3,2,2
41,No,Travel_Rarely,Research & Development,19,Associates,334,3,Male,36,3,Research Scientist,1,Divorced,3072,No,16,17,1,0,0
40,No,Travel_Rarely,Research & Development,24,Associates,335,1,Male,62,3,Research Scientist,4,Divorced,3319,No,17,9,9,8,4
45,No,Travel_Rarely,Research & Development,1,Bachelors,336,3,Male,70,4,Manager,4,Married,19202,No,11,25,24,0,1
31,No,Travel_Frequently,Research & Development,3,Masters,337,2,Male,73,3,Research Director,3,Divorced,13675,No,12,9,2,2,2
33,No,Travel_Rarely,Research & Development,5,Masters,338,3,Female,63,2,Research Scientist,4,Married,2911,No,13,2,2,2,0
34,No,Travel_Rarely,Research & Development,2,Masters,339,4,Male,84,2,Manufacturing Director,1,Married,5957,No,13,13,11,9,5
37,No,Travel_Rarely,Research & Development,1,Associates,340,3,Female,83,2,Research Scientist,1,Married,3920,No,14,17,3,1,0
45,No,Travel_Frequently,Research & Development,7,Masters,341,1,Male,77,4,Manufacturing Director,3,Married,6434,No,17,9,3,2,0
37,Yes,Travel_Frequently,Research & Development,10,Bachelors,342,1,Male,61,3,Manufacturing Director,3,Divorced,10048,No,11,17,1,0,0
39,No,Travel_Frequently,Research & Development,2,Masters,343,3,Female,64,3,Healthcare Representative,3,Single,10938,No,25,20,19,6,11
29,No,Travel_Rarely,Research & Development,15,Bachelors,346,3,Male,60,3,Research Scientist,4,Single,2340,No,19,6,6,5,1
42,No,Travel_Rarely,Research & Development,17,Associates,347,4,Female,82,4,Research Scientist,1,Single,6545,Yes,13,10,3,2,0
29,No,Travel_Rarely,Sales,20,Associates,349,4,Male,45,3,Sales Executive,4,Divorced,6931,No,14,10,3,2,0
25,No,Travel_Rarely,Research & Development,1,Bachelors,350,1,Female,62,3,Manufacturing Director,3,Married,4898,No,12,5,4,2,1
42,No,Travel_Rarely,Research & Development,2,Bachelors,351,4,Female,56,2,Laboratory Technician,1,Divorced,2593,Yes,11,10,9,6,7
40,No,Travel_Rarely,Research & Development,2,Associates,352,1,Male,49,3,Research Director,3,Divorced,19436,No,19,22,21,7,3
51,No,Travel_Rarely,Research & Development,1,Bachelors,353,3,Male,96,3,Research Scientist,4,Married,2723,No,11,1,1,0,0
31,Yes,Travel_Frequently,Research & Development,29,Associates,355,3,Male,71,2,Laboratory Technician,2,Single,3479,No,11,6,5,4,1
32,No,Travel_Frequently,Research & Development,7,Bachelors,359,2,Male,100,4,Laboratory Technician,2,Married,2794,No,20,5,5,1,0
38,No,Non-Travel,Sales,2,Associates,361,4,Male,39,2,Sales Executive,4,Married,5249,No,18,13,8,7,7
32,No,Travel_Rarely,Research & Development,2,High School,362,4,Male,84,2,Laboratory Technician,1,Single,2176,No,13,9,6,2,0
46,No,Travel_Rarely,Sales,2,Bachelors,363,3,Female,75,1,Manager,2,Married,16872,Yes,12,28,7,7,7
28,Yes,Travel_Rarely,Research & Development,2,Masters,364,1,Male,79,3,Laboratory Technician,3,Single,3485,No,11,5,0,0,0
29,No,Travel_Rarely,Sales,2,Bachelors,366,1,Male,78,2,Sales Executive,2,Married,6644,No,19,10,0,0,0
31,No,Travel_Rarely,Research & Development,23,Bachelors,367,2,Male,64,2,Healthcare Representative,4,Married,5582,No,21,10,9,0,7
25,No,Non-Travel,Research & Development,5,Associates,369,2,Male,85,4,Healthcare Representative,1,Divorced,4000,No,12,6,6,3,1
45,No,Travel_Rarely,Research & Development,20,Associates,372,3,Male,79,3,Healthcare Representative,4,Married,13496,Yes,14,21,20,7,4
36,No,Travel_Rarely,Research & Development,6,Bachelors,373,4,Male,47,3,Laboratory Technician,4,Married,3210,No,11,16,15,13,10
55,No,Travel_Rarely,Research & Development,1,Bachelors,374,4,Male,81,3,Manager,1,Single,19045,Yes,14,37,36,10,4
47,Yes,Non-Travel,Research & Development,29,Masters,376,1,Male,88,3,Manager,2,Married,11849,Yes,12,10,10,7,9
28,No,Travel_Rarely,Research & Development,9,Bachelors,377,4,Male,94,3,Research Scientist,4,Married,2070,No,23,5,5,2,0
37,No,Travel_Rarely,Sales,6,Masters,378,3,Male,98,3,Sales Executive,4,Married,6502,No,14,7,5,4,0
21,No,Travel_Rarely,Research & Development,3,Associates,379,4,Male,100,2,Research Scientist,3,Single,3230,No,17,3,3,2,1
37,No,Non-Travel,Research & Development,1,Masters,380,1,Female,80,3,Research Director,4,Divorced,13603,Yes,18,15,5,2,0
35,No,Travel_Rarely,Research & Development,22,Bachelors,381,2,Female,71,4,Manager,2,Divorced,11996,No,18,10,7,7,6
38,No,Travel_Rarely,Sales,7,Associates,382,1,Female,44,4,Sales Executive,1,Divorced,5605,Yes,24,8,8,0,7
26,No,Travel_Frequently,Research & Development,1,Bachelors,384,3,Female,84,3,Manufacturing Director,2,Divorced,6397,No,20,6,6,5,1
50,No,Travel_Rarely,Research & Development,4,High School,385,1,Male,96,3,Research Director,2,Divorced,19144,No,14,28,10,4,1
53,No,Travel_Rarely,Research & Development,3,Masters,386,3,Male,45,3,Research Director,3,Married,17584,Yes,16,21,5,3,1
42,No,Travel_Rarely,Sales,1,High School,387,2,Male,99,3,Sales Executive,3,Married,4907,No,25,20,20,16,11
29,No,Travel_Frequently,Sales,2,Associates,388,2,Male,44,3,Sales Executive,4,Single,4554,No,18,10,10,7,0
55,No,Travel_Rarely,Research & Development,20,Associates,389,2,Male,37,3,Laboratory Technician,4,Married,5415,Yes,19,12,10,7,0
26,No,Travel_Frequently,Research & Development,11,Associates,390,1,Male,60,3,Healthcare Representative,1,Married,4741,Yes,13,5,5,3,3
37,No,Travel_Rarely,Research & Development,1,Bachelors,391,4,Female,42,3,Research Scientist,4,Single,2115,No,12,17,17,12,5
44,Yes,Travel_Frequently,Research & Development,24,Bachelors,392,4,Male,43,3,Laboratory Technician,3,Divorced,3161,Yes,22,19,1,0,0
38,No,Travel_Rarely,Research & Development,23,Masters,393,4,Male,82,3,Healthcare Representative,4,Divorced,5745,No,14,10,2,2,1
26,Yes,Travel_Rarely,Research & Development,16,Masters,394,1,Male,45,3,Laboratory Technician,2,Divorced,2373,Yes,13,5,3,2,0
28,No,Travel_Rarely,Research & Development,8,Associates,395,4,Female,66,3,Research Scientist,4,Single,3310,No,21,5,5,3,0
49,No,Travel_Frequently,Research & Development,10,Masters,396,3,Female,35,3,Research Director,1,Single,18665,Yes,11,22,3,2,1
36,No,Travel_Rarely,Research & Development,3,Bachelors,397,3,Male,30,3,Research Scientist,2,Single,4485,No,12,10,8,0,7
31,No,Travel_Frequently,Sales,5,Bachelors,399,4,Female,84,3,Sales Representative,2,Divorced,2789,No,11,2,2,2,2
26,Yes,Travel_Rarely,Sales,4,Masters,401,4,Male,48,2,Sales Executive,4,Single,5828,Yes,12,8,8,7,7
37,No,Travel_Frequently,Research & Development,9,Bachelors,403,2,Male,53,3,Research Scientist,4,Married,2326,Yes,12,4,4,2,1
42,No,Travel_Frequently,Sales,26,Bachelors,404,3,Female,77,3,Sales Executive,2,Married,13525,No,14,23,20,4,4
18,Yes,Travel_Rarely,Research & Development,3,Bachelors,405,3,Male,54,3,Laboratory Technician,3,Single,1420,No,13,0,0,0,0
35,No,Travel_Rarely,Sales,16,Bachelors,406,3,Male,96,3,Sales Executive,2,Married,8020,No,15,12,11,9,6
36,No,Travel_Frequently,Research & Development,18,Masters,407,3,Male,81,4,Laboratory Technician,4,Married,3688,No,18,4,1,0,0
51,No,Travel_Rarely,Research & Development,2,Bachelors,408,4,Male,84,1,Manufacturing Director,2,Divorced,5482,No,18,13,4,1,1
41,No,Travel_Rarely,Sales,2,Masters,410,4,Male,88,3,Manager,2,Single,16015,No,19,22,22,10,0
18,No,Travel_Rarely,Sales,10,Bachelors,411,4,Female,69,2,Sales Representative,3,Single,1200,No,12,0,0,0,0
28,No,Travel_Rarely,Research & Development,16,Associates,412,2,Male,68,4,Healthcare Representative,1,Single,5661,No,19,9,8,3,0
31,No,Travel_Rarely,Sales,7,Bachelors,416,2,Male,100,4,Sales Executive,4,Married,6929,No,11,10,8,7,7
39,No,Travel_Rarely,Research & Development,1,Bachelors,417,3,Male,48,4,Healthcare Representative,4,Divorced,9613,No,17,19,18,10,3
36,No,Non-Travel,Research & Development,24,Masters,419,2,Female,47,3,Laboratory Technician,2,Married,5674,No,15,11,9,8,0
32,No,Travel_Rarely,Sales,7,Bachelors,420,4,Male,91,2,Sales Executive,3,Married,5484,No,14,13,13,8,4
38,No,Travel_Rarely,Research & Development,25,Associates,421,1,Female,81,2,Research Director,2,Married,12061,No,17,19,10,8,0
58,No,Non-Travel,Research & Development,1,Masters,422,4,Male,32,1,Healthcare Representative,3,Divorced,5660,Yes,13,12,5,3,1
31,No,Travel_Rarely,Research & Development,5,Masters,423,3,Male,86,3,Research Scientist,4,Married,4821,Yes,12,6,5,2,0
31,No,Travel_Rarely,Human Resources,2,Bachelors,424,1,Male,62,2,Human Resources,1,Married,6410,No,12,9,2,2,1
45,No,Travel_Frequently,Research & Development,7,Bachelors,425,1,Male,97,3,Laboratory Technician,1,Divorced,5210,No,18,24,24,9,9
31,No,Travel_Rarely,Research & Development,2,Masters,426,3,Male,32,3,Research Scientist,4,Divorced,2695,Yes,18,3,2,2,2
33,No,Travel_Frequently,Research & Development,5,Masters,428,4,Female,74,3,Manager,2,Married,11878,No,11,12,10,6,8
39,No,Travel_Rarely,Research & Development,10,High School,429,3,Male,99,3,Manager,1,Married,17068,Yes,14,21,21,9,11
43,No,Travel_Frequently,Research & Development,10,Masters,430,3,Female,33,3,Laboratory Technician,4,Single,2455,No,19,9,8,7,1
49,No,Travel_Rarely,Research & Development,1,Associates,431,3,Female,90,2,Healthcare Representative,3,Single,13964,Yes,12,25,7,1,0
52,Yes,Travel_Rarely,Research & Development,8,Masters,433,3,Male,85,2,Research Scientist,2,Married,4941,No,15,11,8,2,7
27,No,Travel_Rarely,Research & Development,5,Bachelors,434,3,Female,85,3,Research Scientist,2,Single,2478,Yes,12,4,4,3,1
32,No,Travel_Rarely,Sales,8,Associates,436,3,Female,65,2,Sales Executive,2,Married,5228,Yes,11,13,13,12,11
27,No,Travel_Rarely,Sales,2,Bachelors,437,4,Male,74,3,Sales Executive,3,Single,4478,Yes,11,5,5,4,0
31,No,Travel_Rarely,Sales,7,Bachelors,438,4,Male,73,3,Sales Executive,4,Divorced,7547,No,12,13,7,7,1
32,No,Travel_Rarely,Research & Development,2,Masters,439,1,Female,74,4,Research Scientist,4,Single,5055,No,16,10,7,7,0
28,Yes,Travel_Rarely,Research & Development,2,Masters,440,1,Male,84,1,Research Scientist,4,Married,3464,Yes,13,5,3,2,2
30,No,Travel_Rarely,Research & Development,28,Associates,441,4,Female,64,3,Research Scientist,4,Married,5775,No,13,11,10,8,1
31,No,Travel_Frequently,Research & Development,7,Associates,442,3,Female,48,2,Manufacturing Director,3,Married,8943,No,24,10,10,9,8
39,No,Travel_Frequently,Research & Development,7,Associates,444,3,Male,54,2,Manager,4,Married,19272,No,15,21,21,9,13
39,Yes,Travel_Rarely,Sales,3,Associates,445,4,Female,41,3,Sales Executive,3,Married,5238,Yes,18,12,1,0,0
33,No,Travel_Frequently,Sales,10,Bachelors,446,2,Male,46,2,Sales Executive,4,Single,4682,No,14,9,7,7,0
47,No,Travel_Rarely,Research & Development,5,Doctorate,447,4,Male,42,3,Research Director,3,Married,18300,No,11,21,3,2,1
43,No,Travel_Frequently,Research & Development,10,Masters,448,3,Female,82,2,Laboratory Technician,3,Divorced,5257,No,11,9,9,7,0
27,No,Non-Travel,Sales,1,High School,449,3,Male,73,3,Sales Executive,2,Married,6349,Yes,13,6,5,4,1
54,No,Travel_Frequently,Research & Development,20,Masters,450,4,Female,31,3,Research Scientist,3,Single,4869,No,12,20,4,3,0
43,No,Travel_Rarely,Research & Development,7,Bachelors,451,3,Female,43,3,Healthcare Representative,1,Married,9985,No,16,10,1,0,0
45,No,Travel_Rarely,Research & Development,8,Masters,452,4,Male,75,3,Research Scientist,4,Married,3697,No,14,12,10,9,9
40,No,Travel_Rarely,Sales,1,Associates,453,2,Male,57,1,Sales Executive,4,Married,7457,Yes,22,6,4,3,0
29,Yes,Travel_Rarely,Research & Development,8,Masters,454,2,Male,77,1,Laboratory Technician,1,Married,2119,Yes,11,7,7,7,0
29,No,Travel_Rarely,Research & Development,9,Doctorate,455,2,Male,30,2,Laboratory Technician,4,Single,3983,No,17,4,3,2,2
30,No,Travel_Rarely,Sales,5,Bachelors,456,4,Female,30,2,Sales Executive,3,Divorced,6118,No,13,10,10,9,1
27,No,Travel_Rarely,Sales,8,Masters,458,2,Female,56,3,Sales Executive,2,Married,6214,No,18,8,8,7,0
37,No,Travel_Rarely,Research & Development,5,Associates,460,4,Male,61,3,Manufacturing Director,4,Divorced,6347,No,16,8,6,2,0
38,No,Travel_Rarely,Research & Development,15,Associates,461,3,Male,92,2,Research Director,4,Divorced,11510,Yes,14,12,11,10,2
31,No,Travel_Rarely,Research & Development,7,Masters,462,3,Female,39,3,Manufacturing Director,4,Single,7143,Yes,14,11,11,9,4
29,No,Travel_Rarely,Sales,10,High School,463,4,Female,39,2,Sales Executive,2,Divorced,8268,Yes,14,7,7,7,1
35,No,Travel_Rarely,Research & Development,5,Masters,464,3,Male,62,3,Manufacturing Director,2,Single,8095,No,13,17,16,6,0
23,No,Travel_Rarely,Research & Development,26,High School,465,3,Male,83,3,Research Scientist,4,Divorced,2904,No,12,4,4,2,0
41,No,Travel_Rarely,Research & Development,6,Bachelors,466,4,Male,95,2,Manufacturing Director,2,Single,6032,Yes,15,8,5,4,1
47,No,Travel_Frequently,Sales,4,High School,467,2,Male,99,3,Sales Representative,3,Single,2976,No,19,5,0,0,0
42,No,Travel_Rarely,Research & Development,23,Doctorate,468,1,Female,44,3,Research Director,4,Single,15992,No,14,16,1,0,0
29,No,Non-Travel,Sales,2,Bachelors,469,4,Male,61,3,Sales Executive,3,Married,4649,No,14,4,4,3,0
42,No,Travel_Rarely,Human Resources,2,High School,470,3,Male,52,3,Human Resources,3,Divorced,2696,Yes,11,4,3,2,1
32,No,Travel_Rarely,Research & Development,2,Bachelors,471,3,Female,75,3,Laboratory Technician,2,Married,2370,No,13,8,8,0,0
48,No,Travel_Rarely,Sales,29,High School,473,1,Female,91,3,Manager,3,Married,12504,No,21,15,0,0,0
37,No,Travel_Rarely,Research & Development,6,Bachelors,474,3,Male,51,4,Research Scientist,1,Divorced,5974,Yes,13,13,7,7,6
30,No,Non-Travel,Sales,25,Associates,475,4,Female,85,3,Sales Executive,3,Married,4736,Yes,12,4,2,2,2
26,No,Travel_Rarely,Sales,1,Bachelors,476,3,Male,57,3,Sales Executive,3,Married,5296,No,17,8,8,7,7
42,No,Travel_Rarely,Research & Development,2,Masters,477,1,Male,98,2,Healthcare Representative,4,Single,6781,No,23,14,1,0,0
21,Yes,Travel_Frequently,Sales,1,High School,478,1,Female,99,2,Sales Representative,2,Single,2174,Yes,11,3,3,2,1
36,No,Non-Travel,Sales,1,Doctorate,479,4,Female,45,3,Sales Executive,4,Single,6653,No,15,7,1,0,0
36,No,Travel_Frequently,Sales,3,Masters,481,1,Male,48,2,Sales Executive,4,Married,9699,No,11,16,13,9,1
57,No,Travel_Rarely,Research & Development,1,Masters,482,4,Male,88,3,Healthcare Representative,3,Married,6755,No,11,15,3,2,1
40,No,Travel_Rarely,Research & Development,10,Masters,483,4,Female,46,4,Laboratory Technician,3,Married,2213,Yes,13,10,7,7,1
21,No,Non-Travel,Sales,9,Associates,484,1,Male,39,3,Sales Representative,4,Single,2610,No,24,3,3,2,2
33,Yes,Travel_Rarely,Sales,5,Bachelors,485,4,Female,34,3,Sales Representative,3,Single,2851,Yes,13,1,1,0,0
37,No,Travel_Rarely,Research & Development,10,Bachelors,486,3,Female,98,3,Laboratory Technician,1,Married,3452,No,20,17,5,4,0
46,No,Non-Travel,Research & Development,7,Masters,487,3,Female,30,3,Manufacturing Director,3,Married,5258,No,14,7,1,0,0
41,Yes,Travel_Frequently,Sales,4,Bachelors,488,1,Male,56,3,Sales Executive,2,Single,9355,No,18,8,8,7,7
50,No,Travel_Rarely,Research & Development,10,Bachelors,491,4,Male,100,2,Healthcare Representative,4,Single,10496,No,15,20,4,3,1
40,Yes,Travel_Rarely,Sales,22,Associates,492,3,Male,68,2,Sales Executive,3,Married,6380,Yes,12,8,6,4,1
31,No,Travel_Rarely,Research & Development,9,Masters,493,3,Male,42,2,Research Scientist,2,Single,2657,Yes,16,3,2,2,2
21,Yes,Travel_Rarely,Sales,12,Bachelors,494,3,Female,90,4,Sales Representative,2,Single,2716,No,15,1,1,0,0
29,No,Travel_Rarely,Research & Development,23,Bachelors,495,4,Male,54,3,Research Scientist,4,Single,2201,No,16,6,3,2,1
35,No,Travel_Rarely,Research & Development,9,Masters,496,3,Male,97,2,Healthcare Representative,2,Single,6540,No,19,10,1,1,0
27,No,Travel_Rarely,Research & Development,1,Associates,497,4,Male,82,3,Laboratory Technician,2,Divorced,3816,No,11,5,5,2,0
28,No,Travel_Rarely,Sales,9,Masters,498,2,Male,92,3,Sales Executive,4,Single,5253,No,16,7,7,5,0
49,No,Travel_Rarely,Research & Development,7,Bachelors,499,2,Male,31,2,Healthcare Representative,3,Single,10965,No,24,26,5,2,0
51,No,Travel_Rarely,Sales,14,Associates,500,3,Female,87,3,Sales Executive,4,Married,4936,No,11,18,7,7,0
36,No,Travel_Rarely,Research & Development,2,Bachelors,501,4,Female,96,3,Research Scientist,3,Married,2543,No,13,6,2,2,2
34,Yes,Non-Travel,Sales,19,Bachelors,502,1,Male,67,4,Sales Executive,4,Single,5304,Yes,13,9,5,2,0
55,No,Travel_Rarely,Research & Development,2,Bachelors,505,3,Female,97,3,Manager,4,Single,16659,Yes,13,30,5,4,1
24,No,Travel_Rarely,Sales,10,Masters,507,4,Female,77,3,Sales Executive,3,Divorced,4260,Yes,12,5,5,2,0
30,No,Travel_Rarely,Sales,2,High School,508,3,Male,72,3,Sales Representative,2,Married,2476,No,18,1,1,0,0
26,Yes,Travel_Frequently,Research & Development,3,High School,510,3,Male,73,3,Research Scientist,1,Single,3102,No,22,7,6,4,0
22,No,Travel_Rarely,Research & Development,11,Bachelors,511,1,Female,43,3,Research Scientist,2,Married,2244,No,13,2,2,1,1
36,No,Travel_Rarely,Sales,2,Associates,513,2,Male,61,2,Sales Executive,3,Married,7596,No,13,10,10,9,9
30,Yes,Travel_Frequently,Research & Development,4,Bachelors,514,3,Male,40,3,Research Scientist,4,Single,2285,Yes,23,3,1,0,0
37,No,Travel_Rarely,Research & Development,14,Bachelors,515,4,Female,95,3,Laboratory Technician,1,Divorced,3034,No,12,18,18,7,12
40,No,Travel_Rarely,Sales,2,Associates,516,4,Female,46,3,Sales Executive,2,Divorced,5715,No,12,8,5,4,1
42,No,Travel_Rarely,Research & Development,1,Masters,517,2,Female,95,3,Laboratory Technician,1,Divorced,2576,No,16,8,5,2,1
37,No,Travel_Rarely,Research & Development,10,Masters,518,3,Male,49,3,Manufacturing Director,2,Single,4197,Yes,12,18,1,0,0
43,No,Travel_Rarely,Research & Development,12,Bachelors,520,1,Male,59,2,Research Director,2,Divorced,14336,No,11,25,25,10,3
40,No,Travel_Rarely,Research & Development,2,Bachelors,521,2,Female,78,2,Laboratory Technician,3,Married,3448,No,22,20,1,0,0
54,No,Travel_Rarely,Research & Development,5,Associates,522,1,Male,86,3,Research Director,1,Married,19406,No,11,24,4,2,1
34,No,Non-Travel,Sales,4,Masters,523,3,Female,72,3,Sales Executive,3,Married,6538,No,15,6,3,2,1
31,No,Travel_Rarely,Research & Development,7,Associates,524,2,Female,31,3,Manufacturing Director,1,Married,4306,No,12,13,13,10,3
43,No,Travel_Frequently,Research & Development,21,Bachelors,525,4,Male,61,3,Laboratory Technician,4,Married,2258,No,20,8,3,2,1
43,No,Travel_Rarely,Research & Development,8,Masters,526,3,Female,74,3,Healthcare Representative,3,Divorced,4522,Yes,14,8,5,2,0
25,No,Travel_Rarely,Sales,4,Associates,527,2,Female,99,2,Sales Executive,4,Single,4487,Yes,11,5,5,4,1
37,No,Non-Travel,Research & Development,25,Doctorate,529,2,Female,72,3,Research Scientist,3,Married,4449,Yes,15,15,13,11,10
31,No,Travel_Rarely,Research & Development,1,Associates,530,4,Male,98,2,Laboratory Technician,1,Married,2218,No,12,4,4,2,3
39,No,Travel_Frequently,Research & Development,1,High School,531,2,Male,52,3,Manager,3,Divorced,19197,Yes,14,21,21,8,1
56,No,Travel_Frequently,Sales,6,Bachelors,532,3,Female,86,4,Sales Executive,1,Married,13212,No,11,36,7,7,7
30,No,Travel_Rarely,Sales,12,Bachelors,533,2,Female,83,3,Sales Executive,3,Single,6577,No,11,6,5,4,4
41,No,Travel_Rarely,Sales,1,Bachelors,534,2,Male,49,4,Sales Executive,1,Married,8392,No,16,10,10,7,0
28,No,Travel_Rarely,Research & Development,17,Associates,536,3,Male,79,3,Laboratory Technician,1,Divorced,4558,No,12,10,10,0,1
25,Yes,Travel_Rarely,Research & Development,3,Bachelors,538,1,Male,91,3,Laboratory Technician,1,Married,4031,No,13,6,2,2,0
52,No,Travel_Rarely,Research & Development,3,Bachelors,543,4,Male,39,2,Manufacturing Director,3,Married,7969,Yes,14,28,5,4,0
45,No,Travel_Rarely,Research & Development,10,Associates,544,1,Male,69,3,Research Scientist,4,Married,2654,No,21,8,2,2,0
52,No,Travel_Rarely,Research & Development,4,Associates,546,4,Female,30,3,Manager,4,Married,16555,No,13,31,5,2,1
42,No,Travel_Frequently,Research & Development,29,Associates,547,1,Female,92,3,Research Scientist,3,Divorced,4556,No,11,19,5,4,0
30,No,Travel_Rarely,Research & Development,2,Bachelors,548,3,Female,43,1,Manufacturing Director,4,Single,6091,No,20,11,5,4,0
60,No,Travel_Rarely,Research & Development,7,Bachelors,549,1,Female,41,3,Manager,1,Married,19566,No,11,33,29,8,11
46,No,Travel_Rarely,Research & Development,18,Bachelors,550,3,Female,87,3,Manufacturing Director,3,Divorced,4810,No,14,19,10,7,0
42,No,Travel_Frequently,Research & Development,28,Masters,551,4,Female,88,2,Healthcare Representative,4,Married,4523,No,11,7,6,5,0
24,Yes,Travel_Rarely,Sales,1,High School,554,1,Female,62,3,Sales Representative,2,Single,3202,Yes,16,6,5,3,1
34,Yes,Travel_Frequently,Sales,6,Associates,555,4,Female,33,1,Sales Representative,3,Divorced,2351,No,16,3,2,2,1
38,No,Travel_Frequently,Research & Development,2,Associates,556,4,Male,42,3,Laboratory Technician,4,Married,1702,Yes,23,1,1,0,0
40,No,Travel_Rarely,Sales,2,Masters,558,3,Female,79,3,Manager,3,Married,18041,No,14,21,20,15,1
26,No,Travel_Rarely,Research & Development,23,Bachelors,560,1,Female,90,3,Research Scientist,4,Divorced,2886,No,22,3,3,2,0
30,No,Non-Travel,Research & Development,3,Bachelors,562,3,Male,53,3,Laboratory Technician,4,Married,2097,No,15,9,5,3,1
29,No,Travel_Rarely,Research & Development,3,Masters,564,2,Male,93,2,Research Director,3,Married,11935,No,18,10,10,2,0
29,Yes,Travel_Rarely,Research & Development,25,Doctorate,565,3,Female,71,2,Research Scientist,2,Married,2546,No,16,6,2,2,1
19,Yes,Travel_Rarely,Human Resources,2,Associates,566,1,Male,52,2,Human Resources,4,Single,2564,No,12,1,1,0,0
30,No,Non-Travel,Sales,22,Masters,567,3,Female,69,3,Sales Executive,1,Married,8412,No,11,10,9,8,7
